stock_code,description,units_sold,sales_value,units_cancelled,cancelled_value,cancelled_orders,cancellation_rate
23464,VINTAGE ZINC WATERING CAN SMALL,18,99.2,0,0,0,0
23465,TUSCAN VILLA BIRD FEEDER,17,148.63,0,0,0,0
23465,TUSCAN VILLA FEEDING STATION,12,99,0,0,0,0
23466,TUSCAN VILLA DOVECOTE,12,99,0,0,0,0
23466,TUSCAN VILLA DOVECOTE BIRD FEEDER,43,399.03,1,8.25,1,0.022727272727272728
23467,VINTAGE ZINC PLANTER,32,120.08000000000001,0,0,0,0
23468,TUSCAN VILLA BIRD TABLE,19,156.75,0,0,0,0
23469,CARD HOLDER LOVE BIRD SMALL,332,1355.24,4,16.6,2,0.011904761904761904
23470,CARD HOLDER LOVE BIRD LARGE,230,1448,12,70.7,8,0.049586776859504134
23471,SIX DRAWER OFFICE TIDY,65,616.79,0,0,0,0
23472,NINE DRAWER OFFICE TIDY,58,894.42,0,0,0,0
23473,WOODLAND SMALL RED FELT HEART,678,552.02,0,0,0,0
23474,WOODLAND SMALL BLUE FELT HEART,312,270.96,0,0,0,0
23475,WOODLAND SMALL PINK FELT HEART,286,242.17999999999998,0,0,0,0
23476,WOODLAND LARGE RED FELT HEART,205,264.72,0,0,0,0
23477,WOODLAND LARGE BLUE FELT HEART,92,123.47,0,0,0,0
23478,WOODLAND LARGE PINK FELT HEART,285,324.40000000000003,0,0,0,0
23479,WIRE EGG BASKET,113,872.38,0,0,0,0
23480,MINI LIGHTS WOODLAND MUSHROOMS,1798,6719.14,20,68.1,2,0.011001100110011002
23481,PEARLISED IVORY HEART SMALL,228,281.17,0,0,0,0
23482,PEARLISED IVORY HEART LARGE,418,661.02,0,0,0,0
23483,HANGING  BUTTERFLY T-LIGHT HOLDER,1316,1621.36,22,26.240000000000002,4,0.016442451420029897
23484,HEART TRELLIS TRIPLE T-LIGHT HOLDER,129,395.11,0,0,0,0
23484,HEART TRELLISTRIPLE T-LIGHT HOLDER,56,152.24,0,0,0,0
23485,BOTANICAL GARDENS WALL CLOCK,251,5585.72,18,407.4,13,0.06691449814126393
23486,ANTIQUE HEART SHELF UNIT,265,3991.5699999999997,13,199.65,6,0.046762589928057555
23487,SWEET HEART CAKE CARRIER,74,735.88,9,89.55,6,0.10843373493975904
23489,"GARLAND, VINTAGE BELLS",92,265.88,0,0,0,0
23489,VINTAGE BELLS GARLAND,821,2443.35,0,0,0,0
23490,T-LIGHT HOLDER HANGING LOVE BIRD,542,2032.77,3,11.25,1,0.005504587155963303
23491,VINTAGE JINGLE BELLS HEART,228,1897.76,1,8.25,1,0.004366812227074236
23492,VINTAGE JINGLE BELLS WREATH,76,635.38,0,0,0,0
23493,VINTAGE DOILY TRAVEL SEWING KIT,3964,8497.98,6,11.4,3,0.0015113350125944584
23494,VINTAGE DOILY DELUXE SEWING KIT,759,5056.51,65,386.75,11,0.07888349514563107
23495,SET OF 3 PANTRY WOODEN SPOONS,225,306.66,0,0,0,0
23496,PANTRY KITCHEN THERMOMETER,112,154.52,0,0,0,0
23497,CLASSIC CHROME BICYCLE BELL,2486,3561.22,12,17.4,1,0.004803843074459567
23497,CLASSIC CROME BICYCLE BELL,60,77.4,0,0,0,0
23498,CLASSIC BICYCLE CLIPS,1640,2372.68,0,0,0,0
23499,SET 12 VINTAGE DOILY CHALK,1312,586.23,0,0,0,0
23500,KEY RING BASEBALL BOOT ASSORTED,1626,2038.33,0,0,0,0
23501,KEY RING BASEBALL BOOT UNION JACK,1821,2217.87,0,0,0,0
23502,PLAYING CARDS VINTAGE DOILEY,13,16.25,0,0,0,0
23502,PLAYING CARDS VINTAGE DOILY,701,880.16,0,0,0,0
23503,PLAYING CARDS KEEP CALM & CARRY ON,3643,4860.55,2,2.5,2,5.486968449931413e-4
23504,PLAYING CARDS JUBILEE UNION JACK,1927,2848.89,0,0,0,0
23505,PLAYING CARDS I LOVE LONDON,1200,1651.29,0,0,0,0
23506,MINI PLAYING CARDS SPACEBOY,2723,1129.1200000000001,0,0,0,0
23507,MINI PLAYING CARDS BUFFALO BILL,2882,1155.67,0,0,0,0
23508,MINI PLAYING CARDS DOLLY GIRL,2627,1163.45,2,0.84,1,7.607455306200076e-4
23509,MINI PLAYING CARDS FUN FAIR,1062,451.46,0,0,0,0
23510,MINI PLAYING CARDS GYMKHANA,2521,1118.8,0,0,0,0
23511,EMBROIDERED RIBBON REEL EMILY,571,1252.01,5,10.4,1,0.008680555555555556
23512,EMBROIDERED RIBBON REEL ROSIE,500,975.24,0,0,0,0
23513,EMBROIDERED RIBBON REEL SUSIE,560,1101.78,6,12.48,1,0.01060070671378092
23514,EMBROIDERED RIBBON REEL SALLY,472,964.91,6,12.48,1,0.012552301255230125
23515,EMBROIDERED RIBBON REEL DAISY,579,1164.98,0,0,0,0
23516,EMBROIDERED RIBBON REEL SOPHIE,296,1058.6,0,0,0,0
23517,EMBROIDERED RIBBON REEL REBECCA,334,996.38,0,0,0,0
23518,EMBROIDERED RIBBON REEL RACHEL,355,963.07,6,17.34,1,0.01662049861495845
23519,EMBROIDERED RIBBON REEL CLAIRE,224,792.31,0,0,0,0
23520,EMBROIDERED RIBBON REEL RUBY,167,600.55,0,0,0,0
23521,CAT AND BIRD WALL ART,270,323.64,0,0,0,0
23521,WALL ART CAT AND BIRD,143,469.73,0,0,0,0
23522,DOG AND BALL WALL ART,252,425.87999999999994,0,0,0,0
23522,WALL ART DOG AND BALL,102,301.56,0,0,0,0
23523,TREASURE AHOY WALL ART,264,810.96,0,0,0,0
23523,WALL ART TREASURE AHOY,90,340.35,6,22.5,1,0.0625
23524,HORSE & PONY WALL ART,250,774.8100000000001,0,0,0,0
23524,WALL ART HORSE & PONY,225,760.32,6,22.5,1,0.025974025974025976
23525,BUFFALO BILL WALL ART,242,830.22,0,0,0,0
23525,WALL ART BUFFALO BILL,334,1011.1,6,22.5,1,0.01764705882352941
23526,DOG LICENCE WALL ART,404,2057.8399999999997,0,0,0,0
23526,WALL ART DOG LICENCE,604,3939.76,16,95.2,2,0.025806451612903226
23527,ANIMALS AND NATURE WALL ART,261,901.47,0,0,0,0
23527,WALL ART ANIMALS AND NATURE,153,504.59000000000003,7,26.25,2,0.04375
23528,SPACEBOY WALL ART,306,885.9000000000001,0,0,0,0
23528,WALL ART SPACEBOY,173,618.59,0,0,0,0
23529,DOLLY GIRL WALL ART,318,1055.94,0,0,0,0
23529,WALL ART DOLLY GIRL,319,956.0500000000001,0,0,0,0
23530,WALL ART ONLY ONE PERSON,1050,4406.57,0,0,0,0
23530,"WALL ART,ONLY ONE PERSON",6,29.700000000000003,0,0,0,0
23531,WALL ART BIG LOVE,976,5538.26,0,0,0,0
23532,WALL ART WORK REST AND PLAY,210,901.58,0,0,0,0
23533,WALL ART GARDEN HAVEN,215,998.64,0,0,0,0
23534,STOP FOR TEA WALL ART,515,2554.85,0,0,0,0
23534,WALL ART STOP FOR TEA,869,6036.2,7,41.650000000000006,1,0.007990867579908675
23535,BICYCLE SAFTEY WALL ART,458,2371.94,0,0,0,0
23535,WALL ART BICYCLE SAFETY,844,5948.2,1,5.95,1,0.001183431952662722
23535,WALL ART BICYCLE SAFTEY,21,114.14999999999999,0,0,0,0
23536,VILLAGE SHOW WALL ART,382,2048.62,0,0,0,0
23536,WALL ART VILLAGE SHOW,240,1369.71,4,23.8,1,0.01639344262295082
23537,I LOVE LONDON WALL ART,12,59.400000000000006,0,0,0,0
23537,WALL ART I LOVE LONDON,99,521.73,0,0,0,0
23538,WALL ART VINTAGE HEART,331,1329.54,0,0,0,0
23539,"WALL ART , LOVES' SECRET",8,47.6,0,0,0,0
23539,WALL ART LOVES' SECRET,239,1180.3500000000001,0,0,0,0
23540,"WALL ART , THE MAGIC FOREST",2,13.9,0,0,0,0
23540,WALL ART THE MAGIC FOREST,148,933.16,0,0,0,0
23541,"WALL ART ,PUDDINGS",6,44.7,0,0,0,0
23541,WALL ART CLASSIC PUDDINGS,864,6762.71,2,16.5,1,0.0023094688221709007
23542,70'S ALPHABET WALL ART,148,1026.6,0,0,0,0
23542,WALL ART 70'S ALPHABET,356,2757.06,6,48.7,3,0.016574585635359115
23543,KEEP CALM WALL ART,269,2015.97,0,0,0,0
23543,WALL ART KEEP CALM,967,4994.79,0,0,0,0
23544,WALL ART MID CENTURY MODERN,163,1007.53,1,8.25,1,0.006097560975609756
23545,WRAP RED DOILEY,380,159.6,0,0,0,0
23545,WRAP RED VINTAGE DOILY,2100,866,0,0,0,0
23546,WRAP PAISLEY PARK,3250,1365,0,0,0,0
23547,WRAP FLOWER SHOP,1575,661.5,0,0,0,0
23548,WRAP MAGIC FOREST,1075,451.5,0,0,0,0
23549,WRAP BIRD GARDEN,1305,548.1,0,0,0,0
23550,WRAP ALPHABET POSTER,1855,763.1,0,0,0,0
23551,PACK OF 12 PAISLEY PARK TISSUES,1840,839.8399999999999,0,0,0,0
23552,BICYCLE PUNCTURE REPAIR KIT,1863,3881.91,0,0,0,0
23553,LANDMARK FRAME CAMDEN TOWN,568,6444.65,0,0,0,0
23554,LANDMARK FRAME OXFORD STREET,422,4805.53,0,0,0,0
23555,LANDMARK FRAME NOTTING HILL,421,4780.57,0,0,0,0
23556,LANDMARK FRAME COVENT GARDEN,436,4937.01,1,12.5,1,0.002288329519450801
23557,LANDMARK FRAME BAKER STREET,350,3930.27,0,0,0,0
23558,LANDMARK FRAME LONDON BRIDGE,415,4703.87,0,0,0,0
23559,WOODLAND BUNNIES LOLLY MAKERS,649,1482.41,0,0,0,0
23560,SET OF 6 RIBBONS COUNTRY STYLE,172,499.18,0,0,0,0
23561,SET OF 6 RIBBONS PARTY,170,476,0,0,0,0
23562,SET OF 6 RIBBONS PERFECTLY PRETTY,251,724.59,0,0,0,0
23564,EGG CUP MILKMAID INGRID,644,841.31,0,0,0,0
23565,EGG CUP MILKMAID HELGA,410,586.31,5,6.25,2,0.012048192771084338
23566,EGG CUP MILKMAID HEIDI,881,1156.93,4,5,1,0.004519774011299435
23567,EGG CUP HENRIETTA HEN PINK,211,291.58,1,1.25,1,0.0047169811320754715
23568,EGG CUP HENRIETTA HEN CREAM,630,787.52,1,1.25,1,0.001584786053882726
23569,TRADTIONAL ALPHABET STAMP SET,954,4717.66,2,9.9,1,0.0020920502092050207
23570,TRADITIONAL PICK UP STICKS GAME,2772,4931.87,0,0,0,0
23571,TRADITIONAL NAUGHTS & CROSSES,2841,6406.91,0,0,0,0
23574,PACKING CHARGE,12,90,2,15,2,0.14285714285714285
23575,SNACK TRAY PAISLEY PARK,179,367.34999999999997,0,0,0,0
23576,SNACK TRAY RED VINTAGE DOILY,198,400.03999999999996,0,0,0,0
23578,SNACK TRAY RED GINGHAM,60,125.72,0,0,0,0
23579,SNACK TRAY I LOVE LONDON,169,358.75,0,0,0,0
23580,SNACK TRAY HAPPY FOREST,116,234.92,0,0,0,0
23581,JUMBO BAG PAISLEY PARK,4900,11361.23,122,224.76,4,0.02429311031461569
23582,VINTAGE DOILY JUMBO BAG RED,4682,9985.81,121,222.68,3,0.025192587965854673
23583,LUNCH BAG PAISLEY PARK,3375,5480.83,10,16.5,1,0.0029542097488921715
23597,PAPER BUNTING PAISLEY PARK,243,661.37,6,17.700000000000003,1,0.024096385542168676
23598,PAPER BUNTING VINTAGE PARTY,427,1215.5300000000002,0,0,0,0
23601,SET 10 CARDS SNOWY SNOWDROPS  17100,8,19.92,0,0,0,0
23602,SET 10 CARDS 3 WISE MEN 17107,1,2.91,0,0,0,0
23603,SET 10 CARD KRAFT REINDEER 17084,20,49.800000000000004,0,0,0,0
23604,SET 10 MINI SANTA & SNOWMAN  17087,4,6.64,0,0,0,0
23605,SET 10 CARDS 12 DAYS OF XMAS 17059,4,11.64,0,0,0,0
23607,SET 10 CARDS HATS & STOCKINGS 17081,8,13.28,0,0,0,0
23608,SET 10 CARDS RUDOLPHS NOSE 17097,4,11.64,0,0,0,0
23609,SET 10 CARDS SNOWY ROBIN 17099,1,2.91,0,0,0,0
23610,SET 10 CARDS CHRISTMAS ROBIN 17095,3,6.24,0,0,0,0
23611,SET 10 CARDS RED RIDING HOOD 17214,40,99.60000000000001,0,0,0,0
23612,SET 10 MINICARDS CUTE SNOWMAN 17071,5,8.299999999999999,0,0,0,0
23613,SET 10 XMAS CARDS & BADGES 17070,11,27.39,0,0,0,0
23614,SET 10 CARDS 12 DAYS WRAP  17058,26,86.58,0,0,0,0
23615,SET 10 CARDS PRINTED GRAPHIC 17219,4,9.96,0,0,0,0
23616,SET 10 CARDS JINGLE BELLS 17217,8,19.92,0,0,0,0
23617,SET 10 CARDS SWIRLY XMAS TREE 17104,2,5.82,0,0,0,0
23619,SET 10 CARDS POINSETTIA 17093,4,9.96,0,0,0,0
23620,SET 10 CARDS PERFECT POST 17090,10,24.900000000000002,0,0,0,0
23621,SET 10 CARDS DAVID'S MADONNA 17074,6,14.940000000000001,0,0,0,0
23623,SET 10 CARD CHRISTMAS WELCOME 17112,8,23.28,0,0,0,0
23624,SET 10 CARD PERFECT NATIVITY 17089,4,9.96,0,0,0,0
23625,SET 6 CARDS SPARKLY REINDEER 17262,9,44.910000000000004,0,0,0,0
23626,SET 10 CARDS DINKY TREE 17076,43,107.07000000000001,0,0,0,0
23627,SET 10 CARDS XMAS GRAPHIC  17218,7,17.43,0,0,0,0
23628,SET 10 CARDS TRIANGLE ICONS  17220,1,2.91,0,0,0,0
23629,SET 10 CARDS DRESSING UP 17077,24,59.760000000000005,0,0,0,0
23630,SET 10 CARDS HANGING BAUBLES 17080,2,5.48,1,2.99,1,0.3333333333333333
23632,SET 10 CARDS CHEERFUL ROBIN 17065,15,31.200000000000003,0,0,0,0
23633,SET 10 CARDS WORLD CHILDREN 17067,3,7.470000000000001,0,0,0,0
23634,SET 10 CARDS XMAS CHOIR 17068,5,14.55,0,0,0,0
23635,SET 10 CARDS CHRISTMAS HOLLY  17259,3,12.48,0,0,0,0
23636,SET 10 CARDS WISHING TREE 17116,9,26.19,0,0,0,0
23637,SET 10 CARDS OUT OF ORDER 17216,11,27.39,0,0,0,0
23638,SET 10 CARDS ROBIN WATERPUMP  17096,2,5.82,0,0,0,0
23639,SET 10 CARDS MAGICAL TREE 17086,4,13.32,0,0,0,0
23640,SET 10 CARDS SCOTTIE DOG 17211,9,22.410000000000004,0,0,0,0
23643,SET 10 CARDS CHRISTMAS BAUBLE 16954,1,3.33,0,0,0,0
23644,SET 10 CARDS CHRISTMAS TREE 16955,5,16.65,0,0,0,0
23645,SET 10 CHRISTMAS CARDS HOHOHO 16956,9,22.410000000000004,0,0,0,0
23646,SET 10 CARDS JINGLE BELLS 16957,8,19.92,0,0,0,0
23649,SET 10 CARDS DECK THE HALLS 16960,2,4.98,0,0,0,0
23650,SET 10 CARDS FILIGREE BAUBLE 16961,4,9.96,0,0,0,0
23652,SET 10 CARD CHRISTMAS STAMPS 16963,2,5.82,0,0,0,0
23654,SET 10 CARD SNOWMAN 16965,5,12.450000000000001,0,0,0,0
23660,HENRIETTA HEN MUG,294,514.8599999999999,16,26.4,4,0.05161290322580645
23661,MILK MAIDS MUG,207,373.78999999999996,20,32.99999999999999,4,0.0881057268722467
23664,FLOWER SHOP DESIGN MUG,1,1.65,0,0,0,0
23681,LUNCH BAG RED VINTAGE DOILY,1576,2525.04,0,0,0,0
23691,KEEP CALM BIRTHDAY WRAP,50,21,0,0,0,0
23691,WRAP KEEP CALM BIRTHDAY,1125,460.5,0,0,0,0
23692,WRAP A PRETTY THANK YOU,50,21,0,0,0,0
23694,PAISLEY PARK CARD,376,165.07999999999998,0,0,0,0
23695,DOILY THANK YOU CARD,741,313.24,0,0,0,0
23697,A PRETTY THANK YOU CARD,456,194.57999999999998,0,0,0,0
23702,High Resolution Image,4,27,0,0,0,0
35001G,HAND OPEN SHAPE GOLD,198,677.34,0,0,0,0
35001W,HAND OPEN SHAPE DECO.WHITE,92,270.02000000000004,1,3.49,1,0.010752688172043012
35004B,SET OF 3 BLACK FLYING DUCKS,565,2879.01,30,136.8,8,0.05042016806722689
35004C,SET OF 3 COLOURED  FLYING DUCKS,391,1871.75,36,170.6,8,0.08430913348946135
35004G,SET OF 3 GOLD FLYING DUCKS,127,454.65,2,3.9,1,0.015503875968992248
35004P,SET OF 3 PINK FLYING DUCKS,1,5.45,0,0,0,0
35095A,BLUE VICTORIAN FABRIC OVAL BOX,925,388.57,0,0,0,0
35095B,RED VICTORIAN FABRIC OVAL BOX,862,352.25,0,0,0,0
35241,ENAMEL BLUE RIM BISCUIT BIN,103,530.49,0,0,0,0
35265,COLOURFUL FLOWER FRUIT BOWL,17,52.2,0,0,0,0
35271S,GOLD PRINT PAPER BAG,19,3.6100000000000003,0,0,0,0
35400,WOODEN BOX ADVENT CALENDAR,10,89.5,16,135.2,8,0.6153846153846154
35443,RASTA IN BATH W SPLIFF ASHTRAY,8,6.8,0,0,0,0
35471D,SET OF 3 BIRD LIGHT PINK FEATHER,1848,979.11,2,2.5,2,0.001081081081081081
35591T,TURQUOISE CHRISTMAS TREE,5,6.25,0,0,0,0
35597A,DUSTY PINK CHRISTMAS TREE 30CM,1,1.25,0,0,0,0
35597B,BLACKCHRISTMAS TREE 30CM,1,1.25,0,0,0,0
35597D,PINK/WHITE CHRISTMAS TREE 30CM,46,17.48,0,0,0,0
35598A,DUSTY PINK CHRISTMAS TREE 60CM,9,26.550000000000004,0,0,0,0
35598B,BLACK CHRISTMAS TREE 60CM,558,460.64000000000004,0,0,0,0
35598C,WHITE CHRISTMAS TREE 60CM,2,5.9,0,0,0,0
35598D,PINK/WHITE CHRISTMAS TREE 60CM,684,493.01000000000005,1,0.65,1,0.00145985401459854
35599B,BLACK CHRISTMAS TREE 120CM,217,551.13,0,0,0,0
35599D,PINK AND WHITE CHRISTMAS TREE 120CM,201,553.07,0,0,0,0
35607A,PINK FLUFFY CHRISTMAS DECORATION,26,7.82,0,0,0,0
35607B,BLACK FEATHER CHRISTMAS DECORATION,96,18.240000000000002,0,0,0,0
35609A,PINK FEATHER CHRISTMAS DECORATION,1,2.51,0,0,0,0
35610A,PINK CHRISTMAS FLOCK DROPLET,10,15.02,0,0,0,0
35610B,BLACK CHRISTMAS FLOCK DROPLET,24,30,0,0,0,0
35610C,WHITE CHRISTMAS FLOCK DROPLET,25,32.51,0,0,0,0
35637A,IVORY STRING CURTAIN WITH POLE,170,440.62,0,0,0,0
35637C,PINK STRING CURTAIN WITH POLE,30,100.86,0,0,0,0
35638A,PINK AND BLACK STRING CURTAIN,38,82.1,0,0,0,0
35638B,PINK/BLUE STRING CURTAIN,57,128.32999999999998,0,0,0,0
35645,VINTAGE BEAD PINK JEWEL BOX,4,17,0,0,0,0
35646,VINTAGE BEAD PINK EVENING BAG,619,937.25,0,0,0,0
35647,VINTAGE BEAD PINK SHADE,13,16.25,0,0,0,0
35648,VINTAGE BEAD PINK PURSE,955,1046.74,25,20.749999999999996,2,0.025510204081632654
35649,VINTAGE BEAD COSMETIC BAG,57,156.85,0,0,0,0
35650,VINTAGE BEAD PINK JEWEL STAND,1,4.95,0,0,0,0
35651,VINTAGE BEAD PINK SCARF,439,966.04,12,19.799999999999997,1,0.026607538802660754
35653,VINTAGE BEAD NOTEBOOK,150,433.19,0,0,0,0
35809A,ENAMEL PINK TEA CONTAINER,429,525.39,0,0,0,0
35809B,ENAMEL BLUE RIM TEA CONTAINER,8,9.18,0,0,0,0
35810A,ENAMEL PINK COFFEE CONTAINER,633,640.0899999999999,0,0,0,0
35810B,ENAMEL BLUE RIM COFFEE CONTAINER,140,164.13,13,10.79,2,0.08496732026143791
35815P,"ACRYLIC JEWEL SNOWFLAKE, PINK",162,63.28000000000001,0,0,0,0
35816P,"ACRYLIC JEWEL ANGEL,PINK",78,29.64,0,0,0,0
35817P,"ACRYLIC JEWEL SNOWFLAKE,PINK",6,15.299999999999999,0,0,0,0
35817P,PINK ACRYLIC JEWEL SNOWFLAKE,12,4.5600000000000005,0,0,0,0
35818B,"ACRYLIC JEWEL ICICLE, BLUE",31,11.780000000000001,0,0,0,0
35818P,"ACRYLIC JEWEL ICICLE, PINK",263,105.83,0,0,0,0
35819B,"ACRYLIC HANGING JEWEL,BLUE",268,106.05,0,0,0,0
35819P,"ACRYLIC HANGING JEWEL,PINK",95,66.55,0,0,0,0
35833G,4 GOLD FLOCK CHRISTMAS BALLS,2,6.72,0,0,0,0
35833P,4 PINK FLOCK CHRISTMAS BALLS,49,88.47,0,0,0,0
35909A,RABBIT EASTER DECORATION,8,23.6,0,0,0,0
35909B,PINK FLOWERS RABBIT EASTER,8,23.6,0,0,0,0
35910A,MULTICOLOUR EASTER RABBIT,20,39,0,0,0,0
35910B,PINK FLOWERS RABBIT EASTER,13,25.349999999999998,0,0,0,0
35911A,MULTICOLOUR RABBIT EGG WARMER,319,292.07,0,0,0,0
35911B,PINK/FLOWER RABBIT EGG WARMER,119,100.76,0,0,0,0
35912B,WHITE/PINK CHICK DECORATION,252,301.26,0,0,0,0
35913B,WHITE/PINK CHICK EASTER DECORATION,36,35.48,0,0,0,0
35914,PINK CHICK EGG WARMER + EGG CUP,195,218.81,0,0,0,0
35915B,BLUE KNITTED HEN,220,257.21999999999997,0,0,0,0
35915C,PEACH KNITTED HEN,315,316.46,0,0,0,0
35916A,YELLOW FELT HANGING HEART W FLOWER,87,67.39,0,0,0,0
35916B,BLUE FELT HANGING HEART W FLOWER,16,26.11,0,0,0,0
35916B,BLUE FELT HANGING HEART WITH FLOWER,75,50.57,0,0,0,0
35916C,PINK FELT HANGING HEART W FLOWER,106,107.72,0,0,0,0
35920,FOUR RABBIT EASTER DECORATIONS,72,104.84,0,0,0,0
35921,EASTER BUNNY HANGING GARLAND,68,133.23,1,1.25,1,0.014492753623188406
35922,EASTER BUNNY WREATH,28,138.6,0,0,0,0
35923,CANDY HEART HANGING DECORATION,1318,690.52,1,0.39,1,7.58150113722517e-4
35924,HANGING FAIRY CAKE DECORATION,676,1240.94,179,302.51,5,0.20935672514619882
35933,PINK STOCKING CHRISTMAS DECORATION,226,92.21,0,0,0,0
35953,FOLKART STAR CHRISTMAS DECORATIONS,3557,1603.6699999999998,24,30,1,0.006702038536721586
35954,SMALL FOLKART STAR CHRISTMAS DEC,1245,350.48,0,0,0,0
35957,SMALLFOLKART BAUBLE CHRISTMAS DEC,592,343.57,96,18.240000000000002,1,0.13953488372093023
35958,FOLKART ZINC STAR CHRISTMAS DEC,12,10.2,0,0,0,0
35961,FOLKART ZINC HEART CHRISTMAS DEC,2986,2629.81,1,0.85,1,3.3478406427854036e-4
35964,FOLKART CLIP ON STARS,783,404.08,0,0,0,0
35965,FOLKART HEART NAPKIN RINGS,342,532.17,24,18.96,1,0.06557377049180328
35966,FOLKART CHRISTMAS TREE T-LIGHT HOLD,27,10.260000000000002,0,0,0,0
35967,FOLK ART METAL STAR T-LIGHT HOLDER,485,252.33,0,0,0,0
35968,FOLK ART METAL HEART T-LIGHT HOLDER,163,82.1,0,0,0,0
35970,ZINC FOLKART SLEIGH BELLS,4998,9424.85,73,121.17,6,0.01439558272530073
35971,ROSE FOLKART HEART DECORATIONS,462,600.93,17,21.25,2,0.03549060542797495
35972,DAISY FOLKART HEART DECORATION,96,120,0,0,0,0
37327,ASSTD MULTICOLOUR CIRCLES MUG,1578,840.08,4,1.56,1,0.0025284450063211127
37330,BIG POLKADOT MUG,6,2.34,0,0,0,0
37333,"RETRO ""TEA FOR ONE""",21,120.99,0,0,0,0
37340,MULTICOLOUR SPRING FLOWER MUG,2544,1695.86,3,1.17,2,0.001177856301531213
37342,POLKADOT COFFEE CUP & SAUCER PINK,1546,1468.6100000000001,56,45.68,3,0.03495630461922597
37343,POLKADOT MUG PINK,72,123.29999999999998,0,0,0,0
37351,ORANGE FLOWER MUG,10,9.06,0,0,0,0
37370,RETRO COFFEE MUGS ASSORTED,2567,3839.01,23,27.8,5,0.00888030888030888
37379A,PINK CHERRY BLOSSOM CUP & SAUCER,6,7.5,0,0,0,0
37413,ICON MUG REVOLUTIONARY,703,284.49,0,0,0,0
37423,WHITE WITH BLACK CATS PLATE,78,33.18,0,0,0,0
37444A,YELLOW BREAKFAST CUP AND SAUCER,53,66.35000000000001,0,0,0,0
37444B,BLUE BREAKFAST CUP AND SAUCER,4,11.8,0,0,0,0
37444C,PINK BREAKFAST CUP AND SAUCER,21,42.27,0,0,0,0
37446,MINI CAKE STAND WITH HANGING CAKES,1354,1976.09,69,88.85,12,0.04848910751932537
37447,CERAMIC CAKE DESIGN SPOTTED PLATE,820,1313.28,17,23.89,6,0.02031063321385902
37448,CERAMIC CAKE DESIGN SPOTTED MUG,1427,2170.87,45,67.05,12,0.030570652173913044
37449,CERAMIC CAKE STAND + HANGING CAKES,553,5017.79,50,446.7,25,0.08291873963515754
37450,CERAMIC CAKE BOWL + HANGING CAKES,714,2117.54,36,96.2,12,0.048
37461,FUNKY MONKEY MUG,1,1.25,0,0,0,0
37462E,"PET MUG, GOLDFISH",36,13.1,0,0,0,0
37464,ROBOT MUG IN DISPLAY BOX,3,3.75,0,0,0,0
37467,PIG MUG IN TWO COLOUR DESIGNS,159,130.26999999999998,0,0,0,0
37468,HARDMAN MUG 3 ASSORTED,64,32.03,0,0,0,0
37471,MULTICOLOUR POLKADOT PLATE,29,30.43,0,0,0,0
37474,SET/4 2 TONE EGG SHAPE MIXING BOWLS,1,9.95,0,0,0,0
37475,SET/4 COLOURFUL MIXING BOWLS,70,661.9799999999999,0,0,0,0
37476,CONDIMENT TRAY 4 BOWLS AND 4 SPOONS,37,399.02,0,0,0,0
37479B,CUBIC MUG FLOCK BLUE ON BROWN,131,78.09,0,0,0,0
37479P,CUBIC MUG FLOCK PINK ON BROWN,163,142.23,0,0,0,0
37482P,CUBIC MUG PINK POLKADOT,494,349.35,0,0,0,0
37487B,YELLOW/ORANGE FLOWER DESIGN PLATE,68,19.72,0,0,0,0
37488A,YELLOW PINK FLOWER DESIGN BIG BOWL,28,10.92,0,0,0,0
37489A,YELLOW/PINK FLOWER DESIGN BIG MUG,33,14.43,0,0,0,0
37489B,BLUE/YELLOW FLOWER DESIGN BIG MUG,31,16.77,0,0,0,0
37489C,GREEN/BLUE FLOWER DESIGN BIG MUG,23,13.65,0,0,0,0
37489D,PINK/GREEN FLOWER DESIGN BIG MUG,40,17.16,0,0,0,0
37491A,YELLOW/PINK CERAMIC CANDLE HOLDER,6,19.81,0,0,0,0
37491B,BLUE/YELLOW CERAMIC CANDLE HOLDER,4,6.6,0,0,0,0
37491C,GREEN/BLUE CERAMIC CANDLE HOLDER,8,13.2,0,0,0,0
37491D,PURPLE/BLUE CERAMIC CANDLE HOLDER,4,9.879999999999999,0,0,0,0
37495,FAIRY CAKE BIRTHDAY CANDLE SET,400,1472.24,49,183.75,12,0.1091314031180401
37500,TEA TIME TEAPOT IN GIFT BOX,378,2345.78,3,24.849999999999998,3,0.007874015748031496
37501,TEA TIME TEA SET IN GIFT BOX,133,906.83,2,13.9,1,0.014814814814814815
37509,NEW ENGLAND MUG W GIFT BOX,2,5.1,0,0,0,0
40001,WHITE BAMBOO RIBS LAMPSHADE,821,675.2299999999999,19,12.16,6,0.02261904761904762
40003,WHITE BAMBOO RIBS LAMPSHADE,155,179.23,0,0,0,0
40005B,BLUE ORGANDY ROUND LAMPSHADE W BEA,12,10.2,0,0,0,0
40016,CHINESE DRAGON PAPER LANTERNS,5556,2136.34,0,0,0,0
40046A,RED DAISY PAPER LAMPSHADE,50,62.5,0,0,0,0
44089A,PINK GAUZE BUTTERFLY LAMPSHADE,15,6.3,0,0,0,0
44089C,LILAC GAUZE BUTTERFLY LAMPSHADE,24,10.08,0,0,0,0
44091A,BLUE CRUSOE CHECK LAMPSHADE,9,3.78,0,0,0,0
